image_id,filename,filepath,anomaly_class,triage_label,is_anomaly,maintenance_priority,width,height,image_mode,pixel_mean,pixel_std,split
7057,7057.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7057.jpg,Cracking,Anomaly Detected,1,High,24,40,L,228.98958333333334,27.31566811971453,train
18531,18531.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18531.jpg,No-Anomaly,Normal,0,Low,24,40,L,200.08020833333333,12.790736555150525,train
6793,6793.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6793.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,136.87395833333332,20.46164473264382,train
8767,8767.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8767.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,153.47604166666667,45.36752060668804,train
3573,3573.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3573.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,164.528125,19.084440669064463,train
2760,2760.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2760.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,75.82291666666667,19.61902498833863,train
17195,17195.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17195.jpg,No-Anomaly,Normal,0,Low,24,40,L,150.55,26.23856099966866,train
13803,13803.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13803.jpg,No-Anomaly,Normal,0,Low,24,40,L,194.609375,13.729929124946045,train
1400,1400.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1400.jpg,Diode,Anomaly Detected,1,High,24,40,L,132.090625,36.435747036521356,train
18124,18124.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18124.jpg,No-Anomaly,Normal,0,Low,24,40,L,100.76875,12.982627113601982,train
19388,19388.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19388.jpg,No-Anomaly,Normal,0,Low,24,40,L,157.87291666666667,18.623419838822716,train
11805,11805.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11805.jpg,No-Anomaly,Normal,0,Low,24,40,L,167.46145833333333,8.799418420550904,train
1992,1992.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1992.jpg,Diode,Anomaly Detected,1,High,24,40,L,152.58229166666666,52.56927472153543,train
14739,14739.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14739.jpg,No-Anomaly,Normal,0,Low,24,40,L,182.334375,15.111587221710863,train
4331,4331.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4331.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,123.30625,21.312114182724812,train
17689,17689.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17689.jpg,No-Anomaly,Normal,0,Low,24,40,L,142.84895833333334,27.163760688613493,train
11694,11694.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11694.jpg,No-Anomaly,Normal,0,Low,24,40,L,151.20104166666667,21.972383209723304,train
15087,15087.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15087.jpg,No-Anomaly,Normal,0,Low,24,40,L,190.1625,18.49376724962584,train
453,453.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\453.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,198.47604166666667,33.16652191590586,train
2398,2398.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2398.jpg,Diode,Anomaly Detected,1,High,24,40,L,192.34791666666666,31.014643648762473,train
10859,10859.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10859.jpg,No-Anomaly,Normal,0,Low,24,40,L,180.68645833333332,10.26638040515078,train
6277,6277.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6277.jpg,Cell,Anomaly Detected,1,High,24,40,L,156.80833333333334,21.97633038571777,train
3430,3430.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3430.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,185.89583333333334,17.353961583422066,train
19947,19947.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19947.jpg,No-Anomaly,Normal,0,Low,24,40,L,171.68020833333333,11.025294022833611,train
15247,15247.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15247.jpg,No-Anomaly,Normal,0,Low,24,40,L,165.33541666666667,20.84990996766466,train
7453,7453.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7453.jpg,Cracking,Anomaly Detected,1,High,24,40,L,184.140625,36.30386824581335,train
6834,6834.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6834.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,181.821875,21.963429372885017,train
15410,15410.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15410.jpg,No-Anomaly,Normal,0,Low,24,40,L,119.51875,7.673253228205534,train
13508,13508.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13508.jpg,No-Anomaly,Normal,0,Low,24,40,L,173.26770833333333,19.9861462163569,train
4580,4580.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4580.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,191.48333333333332,15.408254461669419,train
14270,14270.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14270.jpg,No-Anomaly,Normal,0,Low,24,40,L,128.23229166666667,6.942561888928123,train
16932,16932.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16932.jpg,No-Anomaly,Normal,0,Low,24,40,L,181.8125,11.558107273684563,train
5310,5310.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5310.jpg,Cell,Anomaly Detected,1,High,24,40,L,149.95625,30.214892894136938,train
986,986.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\986.jpg,Diode-Multi,Anomaly Detected,1,Critical,24,40,L,199.29479166666667,18.713452546406216,train
16889,16889.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16889.jpg,No-Anomaly,Normal,0,Low,24,40,L,153.46666666666667,21.471709423228408,train
16796,16796.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16796.jpg,No-Anomaly,Normal,0,Low,24,40,L,150.178125,15.638578787229196,train
3298,3298.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3298.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,177.334375,28.51066440870927,train
9272,9272.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9272.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,171.27708333333334,22.09204928233358,train
19840,19840.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19840.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.79166666666666,23.482758154772952,train
4809,4809.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4809.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,189.06666666666666,29.15711272095065,train
5652,5652.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5652.jpg,Cell,Anomaly Detected,1,High,24,40,L,134.16354166666667,12.792222733231204,train
9049,9049.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9049.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,182.12916666666666,18.23601014400415,train
2572,2572.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2572.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,92.45729166666666,5.549047305462794,train
187,187.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\187.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,195.79270833333334,29.96608758521757,train
19115,19115.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19115.jpg,No-Anomaly,Normal,0,Low,24,40,L,140.59270833333332,20.61966468766156,train
8861,8861.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8861.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,183.39166666666668,25.19012565581116,train
2581,2581.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2581.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,116.065625,11.301127599759312,train
17159,17159.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17159.jpg,No-Anomaly,Normal,0,Low,24,40,L,141.02083333333334,24.402390237547543,train
234,234.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\234.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,84.075,20.270169995998224,train
14307,14307.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14307.jpg,No-Anomaly,Normal,0,Low,24,40,L,162.175,18.312751704754806,train
5013,5013.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5013.jpg,Cell,Anomaly Detected,1,High,24,40,L,126.2375,10.641597330758199,train
10208,10208.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10208.jpg,No-Anomaly,Normal,0,Low,24,40,L,194.62291666666667,11.687043031767656,train
12360,12360.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12360.jpg,No-Anomaly,Normal,0,Low,24,40,L,158.79375,20.430144254772976,train
13740,13740.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13740.jpg,No-Anomaly,Normal,0,Low,24,40,L,145.81041666666667,14.62031605311785,train
14925,14925.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14925.jpg,No-Anomaly,Normal,0,Low,24,40,L,131.30833333333334,18.641372371391782,train
9710,9710.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9710.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,191.30833333333334,12.248755605729459,train
6913,6913.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6913.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,219.81145833333332,28.573714500800627,train
2014,2014.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2014.jpg,Diode,Anomaly Detected,1,High,24,40,L,204.121875,23.009027680841022,train
14915,14915.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14915.jpg,No-Anomaly,Normal,0,Low,24,40,L,178.81979166666667,28.404661881868336,train
3784,3784.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3784.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,159.66041666666666,20.74948031059386,train
3613,3613.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3613.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,180.90520833333332,20.706238340331094,train
19201,19201.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19201.jpg,No-Anomaly,Normal,0,Low,24,40,L,108.08958333333334,13.435272909759677,train
12014,12014.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12014.jpg,No-Anomaly,Normal,0,Low,24,40,L,150.96041666666667,18.520498098765835,train
15082,15082.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15082.jpg,No-Anomaly,Normal,0,Low,24,40,L,91.784375,7.522630137970917,train
16852,16852.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16852.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.92916666666667,11.109360886457669,train
8906,8906.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8906.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,168.07083333333333,12.301218746079142,train
11784,11784.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11784.jpg,No-Anomaly,Normal,0,Low,24,40,L,144.721875,13.534860108292278,train
10451,10451.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10451.jpg,No-Anomaly,Normal,0,Low,24,40,L,203.82916666666668,12.561680459724416,train
1480,1480.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1480.jpg,Diode,Anomaly Detected,1,High,24,40,L,163.95729166666666,31.963606403714792,train
11781,11781.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11781.jpg,No-Anomaly,Normal,0,Low,24,40,L,78.66770833333334,7.168580095220896,train
1207,1207.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1207.jpg,Diode,Anomaly Detected,1,High,24,40,L,164.81875,19.529583928939704,train
1947,1947.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1947.jpg,Diode,Anomaly Detected,1,High,24,40,L,141.14166666666668,24.16981445016812,train
13343,13343.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13343.jpg,No-Anomaly,Normal,0,Low,24,40,L,150.31145833333332,13.401565283202203,train
5221,5221.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5221.jpg,Cell,Anomaly Detected,1,High,24,40,L,134.225,15.042211439811634,train
6034,6034.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6034.jpg,Cell,Anomaly Detected,1,High,24,40,L,183.44791666666666,12.561075617148484,train
3083,3083.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3083.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,140.18958333333333,18.290351960156176,train
12005,12005.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12005.jpg,No-Anomaly,Normal,0,Low,24,40,L,183.05833333333334,15.863898130311128,train
19401,19401.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19401.jpg,No-Anomaly,Normal,0,Low,24,40,L,147.02604166666666,9.340121171497932,train
4092,4092.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4092.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,183.07916666666668,23.98588958753783,train
7081,7081.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7081.jpg,Cracking,Anomaly Detected,1,High,24,40,L,189.97916666666666,19.560365520755372,train
15132,15132.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15132.jpg,No-Anomaly,Normal,0,Low,24,40,L,170.13958333333332,16.81991923760998,train
15328,15328.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15328.jpg,No-Anomaly,Normal,0,Low,24,40,L,183.31041666666667,13.730345643612019,train
5484,5484.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5484.jpg,Cell,Anomaly Detected,1,High,24,40,L,169.034375,12.620414415780555,train
114,114.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\114.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,205.88333333333333,20.826939018705772,train
7015,7015.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7015.jpg,Cracking,Anomaly Detected,1,High,24,40,L,207.13854166666667,27.941355512452574,train
1850,1850.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1850.jpg,Diode,Anomaly Detected,1,High,24,40,L,174.03229166666668,13.758785032901605,train
16007,16007.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16007.jpg,No-Anomaly,Normal,0,Low,24,40,L,161.18125,16.14409278252678,train
762,762.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\762.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,197.95416666666668,23.020144786082952,train
7218,7218.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7218.jpg,Cracking,Anomaly Detected,1,High,24,40,L,176.41041666666666,27.296334762987055,train
9966,9966.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9966.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,185.49166666666667,20.6839292823089,train
11150,11150.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11150.jpg,No-Anomaly,Normal,0,Low,24,40,L,131.49583333333334,15.338676039309549,train
15747,15747.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15747.jpg,No-Anomaly,Normal,0,Low,24,40,L,133.18645833333332,12.85850982643779,train
18387,18387.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18387.jpg,No-Anomaly,Normal,0,Low,24,40,L,192.96979166666668,21.356793512212075,train
19427,19427.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19427.jpg,No-Anomaly,Normal,0,Low,24,40,L,122.05104166666666,14.16791044631955,train
7943,7943.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7943.jpg,Hot-Spot-Multi,Anomaly Detected,1,Critical,24,40,L,168.75833333333333,18.481971320421664,train
15500,15500.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15500.jpg,No-Anomaly,Normal,0,Low,24,40,L,147.31979166666667,18.52286942196764,train
8500,8500.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8500.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,211.24270833333333,23.437115529253962,train
6169,6169.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6169.jpg,Cell,Anomaly Detected,1,High,24,40,L,170.30104166666666,17.390790155949322,train
18559,18559.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18559.jpg,No-Anomaly,Normal,0,Low,24,40,L,104.89791666666666,17.478975341622736,train
1266,1266.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1266.jpg,Diode,Anomaly Detected,1,High,24,40,L,163.36041666666668,31.704121969018303,train
16283,16283.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16283.jpg,No-Anomaly,Normal,0,Low,24,40,L,133.84583333333333,6.395570027153344,train
17499,17499.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17499.jpg,No-Anomaly,Normal,0,Low,24,40,L,97.86770833333334,11.402950959361231,train
4444,4444.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4444.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,185.04895833333333,15.116102719118132,train
18814,18814.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18814.jpg,No-Anomaly,Normal,0,Low,24,40,L,114.22395833333333,10.020543947224816,train
6939,6939.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6939.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,137.96979166666668,18.792122794491952,train
7309,7309.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7309.jpg,Cracking,Anomaly Detected,1,High,24,40,L,217.41354166666667,26.3957229797417,train
1960,1960.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1960.jpg,Diode,Anomaly Detected,1,High,24,40,L,173.93333333333334,18.21331167641465,train
12080,12080.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12080.jpg,No-Anomaly,Normal,0,Low,24,40,L,144.72083333333333,23.573625431236117,train
15964,15964.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15964.jpg,No-Anomaly,Normal,0,Low,24,40,L,136.42604166666666,7.360278312101874,train
7997,7997.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7997.jpg,Hot-Spot-Multi,Anomaly Detected,1,Critical,24,40,L,185.77604166666666,24.962906835241174,train
3942,3942.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3942.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,186.51666666666668,15.095519938783898,train
9479,9479.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9479.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,170.00625,17.842189073583434,train
4576,4576.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4576.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,196.67395833333333,22.760733478916357,train
18206,18206.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18206.jpg,No-Anomaly,Normal,0,Low,24,40,L,114.51666666666667,21.66029714067243,train
1069,1069.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1069.jpg,Diode,Anomaly Detected,1,High,24,40,L,175.784375,38.53508095479635,train
13963,13963.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13963.jpg,No-Anomaly,Normal,0,Low,24,40,L,92.65833333333333,13.321267978520495,train
18584,18584.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18584.jpg,No-Anomaly,Normal,0,Low,24,40,L,180.3,23.944414797609898,train
10935,10935.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10935.jpg,No-Anomaly,Normal,0,Low,24,40,L,173.440625,20.367729163459575,train
19298,19298.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19298.jpg,No-Anomaly,Normal,0,Low,24,40,L,143.43541666666667,22.530164868306127,train
1725,1725.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1725.jpg,Diode,Anomaly Detected,1,High,24,40,L,175.53645833333334,22.567046493872372,train
9961,9961.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9961.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,202.96145833333333,23.722386885385934,train
17036,17036.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17036.jpg,No-Anomaly,Normal,0,Low,24,40,L,171.66666666666666,9.349093836065373,train
8304,8304.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8304.jpg,Soiling,Anomaly Detected,1,Moderate,24,40,L,184.47916666666666,22.419336504579157,train
8878,8878.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8878.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,162.93229166666666,18.769728480941428,train
19442,19442.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19442.jpg,No-Anomaly,Normal,0,Low,24,40,L,158.15625,22.98374793785455,train
19618,19618.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19618.jpg,No-Anomaly,Normal,0,Low,24,40,L,59.59375,7.56689352404054,train
15756,15756.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15756.jpg,No-Anomaly,Normal,0,Low,24,40,L,173.68854166666668,14.563505829295725,train
11138,11138.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11138.jpg,No-Anomaly,Normal,0,Low,24,40,L,53.22604166666667,29.985481711959604,train
2446,2446.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2446.jpg,Diode,Anomaly Detected,1,High,24,40,L,182.41770833333334,11.373191200432586,train
9908,9908.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9908.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,178.415625,24.153656676772048,train
14127,14127.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14127.jpg,No-Anomaly,Normal,0,Low,24,40,L,153.34895833333334,12.711137626045273,train
18940,18940.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18940.jpg,No-Anomaly,Normal,0,Low,24,40,L,187.9375,16.068092411671024,train
19365,19365.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19365.jpg,No-Anomaly,Normal,0,Low,24,40,L,167.62291666666667,12.802811207949171,train
13260,13260.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13260.jpg,No-Anomaly,Normal,0,Low,24,40,L,186.32291666666666,67.3679100771259,train
2040,2040.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2040.jpg,Diode,Anomaly Detected,1,High,24,40,L,157.47604166666667,25.46622454673897,train
862,862.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\862.jpg,Diode-Multi,Anomaly Detected,1,Critical,24,40,L,134.00416666666666,21.904479739059973,train
11679,11679.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11679.jpg,No-Anomaly,Normal,0,Low,24,40,L,117.38020833333333,15.289982557977753,train
18009,18009.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18009.jpg,No-Anomaly,Normal,0,Low,24,40,L,176.04583333333332,18.74355398456286,train
16333,16333.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16333.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.559375,16.491494513113167,train
10709,10709.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10709.jpg,No-Anomaly,Normal,0,Low,24,40,L,178.37604166666668,15.48114609231491,train
5735,5735.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5735.jpg,Cell,Anomaly Detected,1,High,24,40,L,178.50520833333334,11.74299321041831,train
16357,16357.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16357.jpg,No-Anomaly,Normal,0,Low,24,40,L,176.07083333333333,17.850454689976075,train
2388,2388.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2388.jpg,Diode,Anomaly Detected,1,High,24,40,L,149.99791666666667,26.86331133087882,train
4856,4856.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4856.jpg,Cell,Anomaly Detected,1,High,24,40,L,156.51145833333334,22.69379214763215,train
5452,5452.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5452.jpg,Cell,Anomaly Detected,1,High,24,40,L,166.57291666666666,9.456198134542351,train
